"","mean_temp","year","month"
"ARE4",NA,1960,5
"ARG4",10.4444959443801,1960,5
"AZE4",15.2176470588235,1960,5
"BDI4",18.8777777777778,1960,5
"BEN4",28.2424242424242,1960,5
"BFA4",30.6206349206349,1960,5
"BGD4",30.0175,1960,5
"BLZ4",27.52,1960,5
"BOL4",16.2297959183673,1960,5
"BRA4",22.0404081632653,1960,5
"BTN4",11.4,1960,5
"BWA4",17.1274809160305,1960,5
"CAF4",26.6156862745098,1960,5
"CHL4",6.18387096774194,1960,5
"CHN4",14.4288418206399,1960,5
"CMR4",25.2277777777778,1960,5
"COD4",23.0852713178295,1960,5
"COG4",24.7296296296296,1960,5
"COL4",23.8116,1960,5
"CRI4",23.7153846153846,1960,5
"CUB4",26.2514285714286,1960,5
"DJI4",NA,1960,5
"DOM4",24.6,1960,5
"DZA4",18.3619047619048,1960,5
"ECU4",21.1865671641791,1960,5
"EGY4",25.6151515151515,1960,5
"ERI4",26.9875,1960,5
"ETH4",20.4076923076923,1960,5
"GAB4",24.9369565217391,1960,5
"GHA4",27.6152542372881,1960,5
"GIN4",26.6941176470588,1960,5
"GMB4",29.4333333333333,1960,5
"GNB4",28.4111111111111,1960,5
"GTM4",24.369696969697,1960,5
"GUY4",24.8513513513514,1960,5
"HND4",26.3413793103448,1960,5
"HTI4",24.55,1960,5
"IDN4",25.6480295566502,1960,5
"IND4",30.7593718338399,1960,5
"IRN4",16.4374468085106,1960,5
"IRQ4",26.9408163265306,1960,5
"JAM4",25.3,1960,5
"JOR4",23.42,1960,5
"JPN4",13.8956204379562,1960,5
"KAZ4",10.6355319148936,1960,5
"KEN4",22.652,1960,5
"KGZ4",7.03384615384615,1960,5
"KHM4",28.0982142857143,1960,5
"KOR4",15.5820512820513,1960,5
"LAO4",26.2235294117647,1960,5
"LBN4",17.7333333333333,1960,5
"LBR4",25.7689655172414,1960,5
"LKA4",27.8909090909091,1960,5
"LSO4",6.83333333333333,1960,5
"MAR4",17.7304347826087,1960,5
"MDG4",20.9987179487179,1960,5
"MEX4",24.6003496503496,1960,5
"MLI4",31.7822429906542,1960,5
"MMR4",26.5238095238095,1960,5
"MNG4",8.1428,1960,5
"MOZ4",22.0048979591837,1960,5
"MRT4",32.2714285714286,1960,5
"MWI4",19.9192307692308,1960,5
"MYS4",25.996511627907,1960,5
"NAM4",17.2115044247788,1960,5
"NER4",32.0766666666667,1960,5
"NGA4",28.6978540772532,1960,5
"NIC4",27.1,1960,5
"NPL4",21.3425531914894,1960,5
"OMN4",28.2,1960,5
"PAK4",29.1571428571429,1960,5
"PAN4",25.155,1960,5
"PER4",16.6482625482625,1960,5
"PHL4",26.3811764705882,1960,5
"PNG4",21.6918918918919,1960,5
"PRY4",18.2915887850467,1960,5
"QAT4",NA,1960,5
"RWA4",19.725,1960,5
"SAU4",27.4666666666667,1960,5
"SDN4",29.3900793650794,1960,5
"SEN4",31.0309523809524,1960,5
"SLE4",26.8291666666667,1960,5
"SLV4",24.3714285714286,1960,5
"SOM4",26.404347826087,1960,5
"SUR4",25.6684210526316,1960,5
"SWZ4",16.78,1960,5
"SYR4",23.364,1960,5
"TCD4",31.1389830508475,1960,5
"TGO4",26.6882352941176,1960,5
"THA4",28.8106918238994,1960,5
"TJK4",12.2357142857143,1960,5
"TKM4",20.76,1960,5
"TTO4",27.15,1960,5
"TUN4",19.365,1960,5
"TUR4",15.613141025641,1960,5
"TZA4",22.2600746268657,1960,5
"UGA4",22.0529411764706,1960,5
"URY4",12.9416666666667,1960,5
"VEN4",24.9672839506173,1960,5
"VNM4",25.6422018348624,1960,5
"YEM4",23.8615384615385,1960,5
"ZAF4",13.1880398671096,1960,5
"ZMB4",18.6683544303797,1960,5
"ZWE4",17.7512195121951,1960,5
"AFG5",21.1288,1960,6
"AGO5",17.975873015873,1960,6
"ARE5",NA,1960,6
"ARG5",7.97902665121669,1960,6
"AZE5",20.1058823529412,1960,6
"BDI5",18.3777777777778,1960,6
"BEN5",26.4212121212121,1960,6
"BFA5",28.4904761904762,1960,6
"BGD5",29.0375,1960,6
"BLZ5",27.38,1960,6
"BOL5",16.8530612244898,1960,6
"BRA5",21.9225850340136,1960,6
"BTN5",13.6,1960,6
"BWA5",14.9503816793893,1960,6
"CAF5",25.6098039215686,1960,6
"CHL5",4.33870967741935,1960,6
"CHN5",19.5180261379,1960,6
"CMR5",24.2736111111111,1960,6
"COD5",22.3888888888889,1960,6
"COG5",23.5796296296296,1960,6
"COL5",23.6796,1960,6
"CRI5",23.2,1960,6
"CUB5",27.0542857142857,1960,6
"DJI5",NA,1960,6
"DOM5",24.42,1960,6
"DZA5",22.6809523809524,1960,6
"ECU5",20.2194029850746,1960,6
"EGY5",26.6636363636364,1960,6
"ERI5",27.2375,1960,6
"ETH5",20.2692307692308,1960,6
"GAB5",23.0826086956522,1960,6
"GHA5",25.8949152542373,1960,6
"GIN5",24.9691176470588,1960,6
"GMB5",28.7,1960,6
"GNB5",27.0333333333333,1960,6
"GTM5",23.6787878787879,1960,6
"GUY5",24.9810810810811,1960,6
"HND5",25.3758620689655,1960,6
"HTI5",24.6375,1960,6
"IDN5",25.0889162561576,1960,6
"IND5",29.9397163120567,1960,6
"IRN5",21.9212765957447,1960,6
"IRQ5",30.2020408163265,1960,6
"JAM5",25,1960,6
"JOR5",23.36,1960,6
"JPN5",17.8394160583942,1960,6
"KAZ5",20.1841489361702,1960,6
"KEN5",21.914,1960,6
"KGZ5",13.2292307692308,1960,6
"KHM5",27.3428571428571,1960,6
"KOR5",20.4717948717949,1960,6
"LAO5",26.35,1960,6
"LBN5",18.6666666666667,1960,6
"LBR5",24.8620689655172,1960,6
"LKA5",28.0363636363636,1960,6
"LSO5",4.73333333333333,1960,6
"MAR5",20.895652173913,1960,6
"MDG5",19.8461538461538,1960,6
"MEX5",26.0741258741259,1960,6
"MLI5",29.9953271028037,1960,6
"MMR5",25.3179894179894,1960,6
"MNG5",15.2076,1960,6
"MOZ5",20.5775510204082,1960,6
"MRT5",31.8285714285714,1960,6
"MWI5",18.3153846153846,1960,6
"MYS5",25.6837209302326,1960,6
"NAM5",15.0663716814159,1960,6
"NER5",31.43,1960,6
"NGA5",27.4592274678112,1960,6
"NIC5",25.7148148148148,1960,6
"NPL5",22.0829787234043,1960,6
"OMN5",28.4333333333333,1960,6
"PAK5",32.895,1960,6
"PAN5",24.905,1960,6
"PER5",16.3239382239382,1960,6
"PHL5",25.8741176470588,1960,6
"PNG5",20.7891891891892,1960,6
"PRY5",19.4467289719626,1960,6
"QAT5",NA,1960,6
"RWA5",19.8625,1960,6
"SAU5",30.45,1960,6
"SDN5",28.6087301587302,1960,6
"SEN5",30.0166666666667,1960,6
"SLE5",25.5875,1960,6
"SLV5",23.9142857142857,1960,6
"SOM5",25.5478260869565,1960,6
"SUR5",25.6052631578947,1960,6
"SWZ5",14.9,1960,6
"SYR5",25.284,1960,6
"TCD5",29.9398305084746,1960,6
"TGO5",24.9058823529412,1960,6
"THA5",27.948427672956,1960,6
"TJK5",19.7892857142857,1960,6
"TKM5",28.1685714285714,1960,6
"TTO5",26.3,1960,6
"TUN5",23.555,1960,6
"TUR5",18.100641025641,1960,6
"TZA5",21.4335820895522,1960,6
"UGA5",22.0490196078431,1960,6
"URY5",11.53,1960,6
"VEN5",24.1617283950617,1960,6
"VNM5",26.6018348623853,1960,6
"YEM5",26,1960,6
"ZAF5",11.1697674418605,1960,6
"ZMB5",17.3257383966245,1960,6
"ZWE5",16.1569105691057,1960,6
"AFG6",22.3712,1960,7
"AGO6",16.792380952381,1960,7
"ARE6",NA,1960,7
"ARG6",7.24380069524913,1960,7
"AZE6",22.1970588235294,1960,7
"BDI6",18.0111111111111,1960,7
"BEN6",25.2787878787879,1960,7
"BFA6",26.2285714285714,1960,7
"BGD6",27.9975,1960,7
"BLZ6",26.56,1960,7
"BOL6",16.9163265306122,1960,7
"BRA6",21.8256689342404,1960,7
"BTN6",13.5714285714286,1960,7
"BWA6",13.5687022900763,1960,7
"CAF6",24.3803921568627,1960,7
"CHL6",3.37612903225806,1960,7
"CHN6",21.4652546191978,1960,7
"CMR6",23.2527777777778,1960,7
"COD6",21.6248062015504,1960,7
"COG6",22.8611111111111,1960,7
"COL6",23.1888,1960,7
"CRI6",22.8384615384615,1960,7
"CUB6",27.8771428571429,1960,7
"DJI6",NA,1960,7
"DOM6",24.76,1960,7
"DZA6",25.5952380952381,1960,7
"ECU6",19.9522388059702,1960,7
"EGY6",28.1515151515152,1960,7
"ERI6",24.4875,1960,7
"ETH6",19.2038461538462,1960,7
"GAB6",22.4173913043478,1960,7
"GHA6",25.1016949152542,1960,7
"GIN6",23.9426470588235,1960,7
"GMB6",27.0333333333333,1960,7
"GNB6",25.8555555555556,1960,7
"GTM6",23.2787878787879,1960,7
"GUY6",24.7054054054054,1960,7
"HND6",25.0379310344828,1960,7
"HTI6",25.4375,1960,7
"IDN6",24.7660098522167,1960,7
"IND6",27.2304964539007,1960,7
"IRN6",24.1787234042553,1960,7
"IRQ6",33.0714285714286,1960,7
"JAM6",25.6,1960,7
"JOR6",25.06,1960,7
"JPN6",22.6795620437956,1960,7
"KAZ6",19.7402127659574,1960,7
"KEN6",21.1,1960,7
"KGZ6",15.1015384615385,1960,7
"KHM6",27.2446428571429,1960,7
"KOR6",24.9717948717949,1960,7
"LAO6",24.8794117647059,1960,7
"LBN6",20.8666666666667,1960,7
"LBR6",24.6793103448276,1960,7
"LKA6",27.2045454545455,1960,7
"LSO6",4.2,1960,7
"MAR6",23.5130434782609,1960,7
"MDG6",18.5038461538462,1960,7
"MEX6",25.3206293706294,1960,7
"MLI6",27.2906542056075,1960,7
"MMR6",24.5640211640212,1960,7
"MNG6",18.1836,1960,7
"MOZ6",19.1542857142857,1960,7
"MRT6",29.9285714285714,1960,7
"MWI6",16.6692307692308,1960,7
"MYS6",25.3790697674419,1960,7
"NAM6",13.7115044247788,1960,7
"NER6",28.47,1960,7
"NGA6",25.4158798283262,1960,7
"NIC6",25.6444444444444,1960,7
"NPL6",20.9808510638298,1960,7
"OMN6",26.3333333333333,1960,7
"PAK6",31.1964285714286,1960,7
"PAN6",24.85,1960,7
"PER6",16.0517374517375,1960,7
"PHL6",25.8764705882353,1960,7
"PNG6",20.6027027027027,1960,7
"PRY6",19.3224299065421,1960,7
"QAT6",NA,1960,7
"RWA6",20.0375,1960,7
"SAU6",31.0083333333333,1960,7
"SDN6",26.3142857142857,1960,7
"SEN6",27.8119047619048,1960,7
"SLE6",24.7166666666667,1960,7
"SLV6",23.5285714285714,1960,7
"SOM6",25.1,1960,7
"SUR6",25.7315789473684,1960,7
"SWZ6",13.76,1960,7
"SYR6",28.176,1960,7
"TCD6",26.6042372881356,1960,7
"TGO6",24.2176470588235,1960,7
"THA6",27.285534591195,1960,7
"TJK6",21.4321428571429,1960,7
"TKM6",28.5371428571429,1960,7
"TTO6",25.85,1960,7
"TUN6",26.365,1960,7
"TUR6",21.6314102564103,1960,7
"TZA6",20.5123134328358,1960,7
"UGA6",21.2117647058824,1960,7
"URY6",11.2666666666667,1960,7
"VEN6",23.8635802469136,1960,7
"VNM6",25.6853211009174,1960,7
"YEM6",26.4923076923077,1960,7
"ZAF6",10.3694352159468,1960,7
"ZMB6",15.4464135021097,1960,7
"ZWE6",14.5341463414634,1960,7
"AFG7",21.4456,1960,8
"AGO7",20.3050793650794,1960,8
"ARE7",NA,1960,8
"ARG7",9.6351100811124,1960,8
"AZE7",21.8117647058824,1960,8
"BDI7",19.1222222222222,1960,8
"BEN7",25.2818181818182,1960,8
"BFA7",26.3587301587302,1960,8
"BGD7",29.0175,1960,8
"BLZ7",27.38,1960,8
"BOL7",17.5991836734694,1960,8
"BRA7",22.6857596371882,1960,8
"BTN7",13.8142857142857,1960,8
"BWA7",19.6557251908397,1960,8
"CAF7",24.8117647058824,1960,8
"CHL7",4.91548387096774,1960,8
"CHN7",20.6344299233889,1960,8
"CMR7",23.4125,1960,8
"COD7",23.0286821705426,1960,8
"COG7",23.5018518518519,1960,8
"COL7",23.5904,1960,8
"CRI7",23.2076923076923,1960,8
"CUB7",27.6857142857143,1960,8
"DJI7",NA,1960,8
"DOM7",24.96,1960,8
"DZA7",26.5190476190476,1960,8
"ECU7",20.1253731343284,1960,8
"EGY7",28.0363636363636,1960,8
"ERI7",23.7625,1960,8
"ETH7",19.1747252747253,1960,8
"GAB7",22.8347826086957,1960,8
"GHA7",25.0508474576271,1960,8
"GIN7",24.2397058823529,1960,8
"GMB7",26.7666666666667,1960,8
"GNB7",26.1666666666667,1960,8
"GTM7",23.5484848484848,1960,8
"GUY7",25.6,1960,8
"HND7",25.3103448275862,1960,8
"HTI7",25.125,1960,8
