"","mean_temp","year","month"
"VEN131",24.2444444444444,1970,12
"VNM131",19.7238532110092,1970,12
"YEM131",18.1307692307692,1970,12
"ZAF131",21.1717607973422,1970,12
"ZMB131",21.6168776371308,1970,12
"ZWE131",24.1219512195122,1970,12
"AFG132",-5.4824,1971,1
"AGO132",22.0993650793651,1971,1
"ARE132",NA,1971,1
"ARG132",19.6898030127462,1971,1
"AZE132",0.25,1971,1
"BDI132",19.1333333333333,1971,1
"BEN132",25.6515151515152,1971,1
"BFA132",24.1238095238095,1971,1
"BGD132",18.78,1971,1
"BLZ132",23.12,1971,1
"BOL132",22.1648979591837,1971,1
"BRA132",24.8536054421769,1971,1
"BTN132",-1.38571428571429,1971,1
"BWA132",24.1053435114504,1971,1
"CAF132",23.7490196078431,1971,1
"CHL132",10.9845161290323,1971,1
"CHN132",-5.25308697611537,1971,1
"CMR132",23.2861111111111,1971,1
"COD132",22.6762273901809,1971,1
"COG132",24.3444444444444,1971,1
"COL132",23.3764,1971,1
"CRI132",21.3538461538462,1971,1
"CUB132",21.9171428571429,1971,1
"DJI132",NA,1971,1
"DOM132",20.56,1971,1
"DZA132",7.82222222222222,1971,1
"ECU132",21.2089552238806,1971,1
"EGY132",14.4939393939394,1971,1
"ERI132",20.8125,1971,1
"ETH132",18.6104395604396,1971,1
"GAB132",24.4652173913043,1971,1
"GHA132",26.4135593220339,1971,1
"GIN132",22.8955882352941,1971,1
"GMB132",23.3333333333333,1971,1
"GNB132",24.2111111111111,1971,1
"GTM132",20.8909090909091,1971,1
"GUY132",24.9648648648649,1971,1
"HND132",22.6206896551724,1971,1
"HTI132",21.6875,1971,1
"IDN132",24.523645320197,1971,1
"IND132",17.3524822695035,1971,1
"IRN132",0.176595744680851,1971,1
"IRQ132",7.62857142857143,1971,1
"JAM132",22,1971,1
"JOR132",10.06,1971,1
"JPN132",-1.04671532846715,1971,1
"KAZ132",-12.521914893617,1971,1
"KEN132",22.711,1971,1
"KGZ132",-13.9892307692308,1971,1
"KHM132",23.5857142857143,1971,1
"KOR132",-3.58461538461538,1971,1
"LAO132",17.1926470588235,1971,1
"LBN132",6.86666666666667,1971,1
"LBR132",25.3827586206897,1971,1
"LKA132",24.9681818181818,1971,1
"LSO132",16.6333333333333,1971,1
"MAR132",9.72028985507246,1971,1
"MDG132",24.2205128205128,1971,1
"MEX132",17.6881118881119,1971,1
"MLI132",23.1841121495327,1971,1
"MMR132",17.1634920634921,1971,1
"MNG132",-20.334,1971,1
"MOZ132",25.429387755102,1971,1
"MRT132",23.3571428571429,1971,1
"MWI132",22.4115384615385,1971,1
"MYS132",23.7755813953488,1971,1
"NAM132",23.1115044247788,1971,1
"NER132",21.0233333333333,1971,1
"NGA132",23.644635193133,1971,1
"NIC132",23.3148148148148,1971,1
"NPL132",7.88723404255319,1971,1
"OMN132",19.5,1971,1
"PAK132",10.7114285714286,1971,1
"PAN132",23.32,1971,1
"PER132",17.8007722007722,1971,1
"PHL132",23.3152941176471,1971,1
"PNG132",21.6108108108108,1971,1
"PRY132",27.0934579439252,1971,1
"QAT132",NA,1971,1
"RWA132",19.5125,1971,1
"SAU132",15.5166666666667,1971,1
"SDN132",24.2880952380952,1971,1
"SEN132",24.6333333333333,1971,1
"SLE132",24.4458333333333,1971,1
"SLV132",22.4571428571429,1971,1
"SOM132",27.2434782608696,1971,1
"SUR132",25.3,1971,1
"SWZ132",23.36,1971,1
"SYR132",7.856,1971,1
"TCD132",23.2983050847458,1971,1
"TGO132",25.2882352941176,1971,1
"THA132",21.8786163522013,1971,1
"TJK132",-5.075,1971,1
"TKM132",-0.157142857142857,1971,1
"TTO132",24.15,1971,1
"TUN132",9.505,1971,1
"TUR132",2.69775641025641,1971,1
"TZA132",22.7970149253731,1971,1
"UGA132",22.6588235294118,1971,1
"URY132",22.765,1971,1
"VEN132",23.7648148148148,1971,1
"VNM132",17.0963302752294,1971,1
"YEM132",18.1230769230769,1971,1
"ZAF132",21.5667774086379,1971,1
"ZMB132",21.0493670886076,1971,1
"ZWE132",22.319512195122,1971,1
"AFG133",-0.6024,1971,2
"AGO133",22.2003174603175,1971,2
"ARE133",NA,1971,2
"ARG133",19.2381228273465,1971,2
"AZE133",1.27647058823529,1971,2
"BDI133",18.5888888888889,1971,2
"BEN133",28.1757575757576,1971,2
"BFA133",28.4698412698413,1971,2
"BGD133",20.565,1971,2
"BLZ133",23.7,1971,2
"BOL133",21.0122448979592,1971,2
"BRA133",24.4585487528345,1971,2
"BTN133",-0.285714285714286,1971,2
"BWA133",24.2458015267176,1971,2
"CAF133",25.8588235294118,1971,2
"CHL133",11.0529032258065,1971,2
"CHN133",-3.15885534024335,1971,2
"CMR133",24.8763888888889,1971,2
"COD133",22.8250645994832,1971,2
"COG133",24.8203703703704,1971,2
"COL133",23.522,1971,2
"CRI133",21.4769230769231,1971,2
"CUB133",23.0942857142857,1971,2
"DJI133",NA,1971,2
"DOM133",21.24,1971,2
"DZA133",7.95396825396825,1971,2
"ECU133",20.9731343283582,1971,2
"EGY133",13.9515151515152,1971,2
"ERI133",22.15,1971,2
"ETH133",19.6846153846154,1971,2
"GAB133",24.7413043478261,1971,2
"GHA133",28.1101694915254,1971,2
"GIN133",25.3029411764706,1971,2
"GMB133",25.4333333333333,1971,2
"GNB133",25.4666666666667,1971,2
"GTM133",21.4848484848485,1971,2
"GUY133",25.0432432432432,1971,2
"HND133",22.9551724137931,1971,2
"HTI133",22.1125,1971,2
"IDN133",24.5662561576355,1971,2
"IND133",19.9040526849037,1971,2
"IRN133",2.05659574468085,1971,2
"IRQ133",8.50816326530612,1971,2
"JAM133",22.1,1971,2
"JOR133",8.98,1971,2
"JPN133",-0.225547445255474,1971,2
"KAZ133",-15.1477659574468,1971,2
"KEN133",23.628,1971,2
"KGZ133",-9.18153846153846,1971,2
"KHM133",25.425,1971,2
"KOR133",-1.91538461538462,1971,2
"LAO133",19.6205882352941,1971,2
"LBN133",5.06666666666667,1971,2
"LBR133",25.848275862069,1971,2
"LKA133",25.3681818181818,1971,2
"LSO133",15.4,1971,2
"MAR133",10.6536231884058,1971,2
"MDG133",24.3032051282051,1971,2
"MEX133",18.3954545454545,1971,2
"MLI133",26.9906542056075,1971,2
"MMR133",18.562962962963,1971,2
"MNG133",-19.9464,1971,2
"MOZ133",25.034693877551,1971,2
"MRT133",25.0142857142857,1971,2
"MWI133",22.2038461538462,1971,2
"MYS133",23.8941860465116,1971,2
"NAM133",21.970796460177,1971,2
"NER133",25.9666666666667,1971,2
"NGA133",26.6476394849785,1971,2
"NIC133",23.8481481481481,1971,2
"NPL133",9.47872340425532,1971,2
"OMN133",20.3333333333333,1971,2
"PAK133",14.0378571428571,1971,2
"PAN133",23.585,1971,2
"PER133",17.342471042471,1971,2
"PHL133",24,1971,2
"PNG133",21.7297297297297,1971,2
"PRY133",26.5682242990654,1971,2
"QAT133",NA,1971,2
"RWA133",18.75,1971,2
"SAU133",16.8666666666667,1971,2
"SDN133",25.6928571428571,1971,2
"SEN133",26.5119047619048,1971,2
"SLE133",26.2875,1971,2
"SLV133",22.6428571428571,1971,2
"SOM133",27.0434782608696,1971,2
"SUR133",25.2,1971,2
"SWZ133",22.62,1971,2
"SYR133",6.944,1971,2
"TCD133",26.5957627118644,1971,2
"TGO133",27.1235294117647,1971,2
"THA133",24.2037735849057,1971,2
"TJK133",-0.896428571428571,1971,2
"TKM133",4.48857142857143,1971,2
"TTO133",24.1,1971,2
"TUN133",9.625,1971,2
"TUR133",1.10512820512821,1971,2
"TZA133",22.6671641791045,1971,2
"UGA133",23.4019607843137,1971,2
"URY133",21.2816666666667,1971,2
"VEN133",24.1277777777778,1971,2
"VNM133",18.9247706422018,1971,2
"YEM133",19.6923076923077,1971,2
"ZAF133",21.0169435215947,1971,2
"ZMB133",21.1915611814346,1971,2
"ZWE133",22.4512195121951,1971,2
"AFG134",5.5456,1971,3
"AGO134",22.5155555555556,1971,3
"ARE134",NA,1971,3
"ARG134",17.8234067207416,1971,3
"AZE134",6.30588235294118,1971,3
"BDI134",18.9555555555556,1971,3
"BEN134",29.6545454545455,1971,3
"BFA134",31.1650793650794,1971,3
"BGD134",24.6975,1971,3
"BLZ134",24.44,1971,3
"BOL134",21.8579591836735,1971,3
"BRA134",24.4815419501134,1971,3
"BTN134",3.54285714285714,1971,3
"BWA134",24.9022900763359,1971,3
"CAF134",27.8705882352941,1971,3
"CHL134",9.87806451612903,1971,3
"CHN134",2.57034700315457,1971,3
"CMR134",26.1916666666667,1971,3
"COD134",23.446511627907,1971,3
"COG134",25.037037037037,1971,3
"COL134",23.634,1971,3
"CRI134",21.8307692307692,1971,3
"CUB134",23.3714285714286,1971,3
"DJI134",NA,1971,3
"DOM134",22.4,1971,3
"DZA134",8.93174603174603,1971,3
"ECU134",20.9820895522388,1971,3
"EGY134",18.0606060606061,1971,3
"ERI134",23.775,1971,3
"ETH134",20.6225274725275,1971,3
"GAB134",24.8282608695652,1971,3
"GHA134",28.5576271186441,1971,3
"GIN134",26.4661764705882,1971,3
"GMB134",26.8333333333333,1971,3
"GNB134",27.2333333333333,1971,3
"GTM134",22.4606060606061,1971,3
"GUY134",25.4297297297297,1971,3
"HND134",24.5931034482759,1971,3
"HTI134",22.8375,1971,3
"IDN134",24.7960591133005,1971,3
"IND134",23.8234042553192,1971,3
"IRN134",7.83617021276596,1971,3
"IRQ134",14.5265306122449,1971,3
"JAM134",22.7,1971,3
"JOR134",12.44,1971,3
"JPN134",2.68832116788321,1971,3
"KAZ134",-7.05617021276596,1971,3
"KEN134",24.002,1971,3
"KGZ134",-1.55076923076923,1971,3
"KHM134",27.3660714285714,1971,3
"KOR134",1.93589743589744,1971,3
"LAO134",23.0235294117647,1971,3
"LBN134",8.1,1971,3
"LBR134",26.2931034482759,1971,3
"LKA134",26.8136363636364,1971,3
"LSO134",15.3916666666667,1971,3
"MAR134",10.6768115942029,1971,3
"MDG134",24.0519230769231,1971,3
"MEX134",20.6625874125874,1971,3
"MLI134",30.018691588785,1971,3
"MMR134",22.9407407407407,1971,3
"MNG134",-11.8108,1971,3
"MOZ134",25.3718367346939,1971,3
"MRT134",26.2714285714286,1971,3
"MWI134",22.4307692307692,1971,3
"MYS134",24.5895348837209,1971,3
"NAM134",22.7079646017699,1971,3
"NER134",30.6966666666667,1971,3
"NGA134",29.3540772532189,1971,3
"NIC134",24.8851851851852,1971,3
"NPL134",13.6595744680851,1971,3
"OMN134",22.8333333333333,1971,3
"PAK134",19.68,1971,3
"PAN134",24.015,1971,3
"PER134",17.5938223938224,1971,3
"PHL134",24.3694117647059,1971,3
"PNG134",21.5945945945946,1971,3
"PRY134",25.0943925233645,1971,3
"QAT134",NA,1971,3
"RWA134",19.7,1971,3
"SAU134",20.4333333333333,1971,3
"SDN134",29.1630952380952,1971,3
"SEN134",28.102380952381,1971,3
"SLE134",27.175,1971,3
"SLV134",23.8,1971,3
"SOM134",27.595652173913,1971,3
"SUR134",25.8368421052632,1971,3
"SWZ134",23.38,1971,3
"SYR134",11.464,1971,3
"TCD134",31.0703389830508,1971,3
"TGO134",27.9411764705882,1971,3
"THA134",26.6276729559748,1971,3
"TJK134",5.83214285714286,1971,3
"TKM134",11.1771428571429,1971,3
"TTO134",24.65,1971,3
"TUN134",10.615,1971,3
"TUR134",5.71089743589744,1971,3
"TZA134",22.9761194029851,1971,3
"UGA134",24.056862745098,1971,3
"URY134",19.9483333333333,1971,3
"VEN134",24.6358024691358,1971,3
"VNM134",21.151376146789,1971,3
"YEM134",20.7153846153846,1971,3
"ZAF134",20.9820598006645,1971,3
"ZMB134",21.6476793248945,1971,3
"ZWE134",23.2926829268293,1971,3
"AFG135",11.7512,1971,4
"AGO135",21.9580952380952,1971,4
"ARE135",NA,1971,4
"ARG135",12.9011587485516,1971,4
"AZE135",8.95882352941176,1971,4
"BDI135",18.5111111111111,1971,4
"BEN135",29.3666666666667,1971,4
"BFA135",31.6793650793651,1971,4
"BGD135",26.495,1971,4
"BLZ135",25.02,1971,4
"BOL135",19.6110204081633,1971,4
"BRA135",23.4481179138322,1971,4
"BTN135",6.64285714285714,1971,4
"BWA135",22.7549618320611,1971,4
"CAF135",26.9823529411765,1971,4
"CHL135",7.21225806451613,1971,4
"CHN135",10.3469580892294,1971,4
"CMR135",25.8736111111111,1971,4
"COD135",23.0586563307494,1971,4
"COG135",25.1111111111111,1971,4
"COL135",23.6804,1971,4
"CRI135",22.7307692307692,1971,4
"CUB135",24.1914285714286,1971,4
"DJI135",NA,1971,4
"DOM135",22.5,1971,4
"DZA135",14.2888888888889,1971,4
"ECU135",21.1537313432836,1971,4
"EGY135",19.5878787878788,1971,4
"ERI135",25.625,1971,4
"ETH135",21.2950549450549,1971,4
"GAB135",24.9086956521739,1971,4
"GHA135",28.1220338983051,1971,4
"GIN135",26.8661764705882,1971,4
"GMB135",28.6,1971,4
"GNB135",28.4444444444444,1971,4
"GTM135",22.6757575757576,1971,4
"GUY135",25.5972972972973,1971,4
"HND135",25.151724137931,1971,4
"HTI135",22.2375,1971,4
"IDN135",25.2169950738916,1971,4
"IND135",28.0008105369808,1971,4
"IRN135",10.2089361702128,1971,4
"IRQ135",17.1142857142857,1971,4
"JAM135",23,1971,4
"JOR135",13.7,1971,4
"JPN135",8.90802919708029,1971,4
"KAZ135",5.92191489361702,1971,4
"KEN135",23.997,1971,4
"KGZ135",5.47076923076923,1971,4
"KHM135",28.8857142857143,1971,4
"KOR135",10.0641025641026,1971,4
"LAO135",25.3161764705882,1971,4
"LBN135",9.26666666666667,1971,4
"LBR135",26.2689655172414,1971,4
"LKA135",27.6409090909091,1971,4
"LSO135",11.3833333333333,1971,4
"MAR135",12.3507246376812,1971,4
"MDG135",23.5115384615385,1971,4
"MEX135",21.8451048951049,1971,4
"MLI135",31.9626168224299,1971,4
"MMR135",24.9687830687831,1971,4
"MNG135",2.6752,1971,4
"MOZ135",25.0269387755102,1971,4
"MRT135",30.1142857142857,1971,4
"MWI135",22.0461538461538,1971,4
"MYS135",25.2779069767442,1971,4
"NAM135",21.0256637168142,1971,4
"NER135",31.9266666666667,1971,4
"NGA135",29.7064377682403,1971,4
"NIC135",25.4407407407407,1971,4
"NPL135",16.5297872340426,1971,4
"OMN135",25.9333333333333,1971,4
"PAK135",26.8864285714286,1971,4
"PAN135",24.7,1971,4
"PER135",17.2061776061776,1971,4
"PHL135",25.5682352941176,1971,4
"PNG135",21.3486486486486,1971,4
"PRY135",22.0317757009346,1971,4
"QAT135",NA,1971,4
"RWA135",18.9875,1971,4
"SAU135",22.4333333333333,1971,4
"SDN135",29.45,1971,4
"SEN135",30.4166666666667,1971,4
"SLE135",27.0083333333333,1971,4
"SLV135",23.7285714285714,1971,4
"SOM135",28.5478260869565,1971,4
"SUR135",25.8473684210526,1971,4
"SWZ135",21.34,1971,4
"SYR135",13.688,1971,4
"TCD135",31.3364406779661,1971,4
"TGO135",27.4823529411765,1971,4
"THA135",28.5955974842767,1971,4
"TJK135",10.825,1971,4
"TKM135",15.0228571428571,1971,4
"TTO135",25.25,1971,4
"TUN135",15.98,1971,4
"TUR135",8.81570512820513,1971,4
"TZA135",22.6074626865672,1971,4
"UGA135",22.5666666666667,1971,4
"URY135",15.1583333333333,1971,4
"VEN135",24.5395061728395,1971,4
"VNM135",24.4798165137615,1971,4
"YEM135",22.6615384615385,1971,4
"ZAF135",17.7252491694352,1971,4
"ZMB135",21.2603375527426,1971,4
"ZWE135",22.3544715447154,1971,4
"AFG136",17.3984,1971,5
"AGO136",19.9365079365079,1971,5
"ARE136",NA,1971,5
"ARG136",9.79432213209734,1971,5
"AZE136",17.0441176470588,1971,5
"BDI136",18.9222222222222,1971,5
"BEN136",28.0666666666667,1971,5
"BFA136",31.1492063492063,1971,5
"BGD136",28.105,1971,5
"BLZ136",26.82,1971,5
"BOL136",17.2938775510204,1971,5
"BRA136",22.3260770975057,1971,5
"BTN136",9.71428571428571,1971,5
"BWA136",17.4488549618321,1971,5
"CAF136",27.0901960784314,1971,5
"CHL136",5.45806451612903,1971,5
"CHN136",15.1863902658855,1971,5
"CMR136",25.5722222222222,1971,5
"COD136",23.0033591731266,1971,5
"COG136",24.7185185185185,1971,5
"COL136",23.3644,1971,5
"CRI136",22.6,1971,5
"CUB136",26.32,1971,5
"DJI136",NA,1971,5
"DOM136",23.76,1971,5
"DZA136",17.1142857142857,1971,5
"ECU136",20.8716417910448,1971,5
"EGY136",25.6333333333333,1971,5
"ERI136",26.775,1971,5
"ETH136",20.6538461538462,1971,5
"GAB136",24.6304347826087,1971,5
"GHA136",27.5881355932203,1971,5
"GIN136",26.6588235294118,1971,5
"GMB136",28.9333333333333,1971,5
"GNB136",28.0333333333333,1971,5
"GTM136",24.6757575757576,1971,5
"GUY136",25.2108108108108,1971,5
"HND136",26.4172413793103,1971,5
"HTI136",23.6,1971,5
"IDN136",25.3177339901478,1971,5
"IND136",29.190780141844,1971,5
"IRN136",18.1365957446809,1971,5
"IRQ136",26.3142857142857,1971,5
"JAM136",24.2,1971,5
"JOR136",21.18,1971,5
"JPN136",13.7058394160584,1971,5
"KAZ136",13.3555319148936,1971,5
"KEN136",21.806,1971,5
"KGZ136",9.68153846153846,1971,5
"KHM136",28.0571428571429,1971,5
"KOR136",15.7333333333333,1971,5
"LAO136",25.5176470588235,1971,5
"LBN136",15.5666666666667,1971,5
"LBR136",25.5724137931034,1971,5
"LKA136",28.2045454545455,1971,5
"LSO136",6.84166666666667,1971,5
"MAR136",14.0057971014493,1971,5
"MDG136",20.9391025641026,1971,5
"MEX136",24.6388111888112,1971,5
"MLI136",32.5392523364486,1971,5
"MMR136",25.6417989417989,1971,5
"MNG136",9.9652,1971,5
"MOZ136",21.6142857142857,1971,5
"MRT136",30.5857142857143,1971,5
"MWI136",19.1615384615385,1971,5
"MYS136",25.4476744186047,1971,5
"NAM136",16.7504424778761,1971,5
"NER136",33.0566666666667,1971,5
"NGA136",29.2781115879828,1971,5
"NIC136",26.237037037037,1971,5
"NPL136",18.0574468085106,1971,5
"OMN136",27.5,1971,5
"PAK136",30.0292857142857,1971,5
"PAN136",24.43,1971,5
"PER136",16.5637065637066,1971,5
"PHL136",26.0141176470588,1971,5
"PNG136",21.1189189189189,1971,5
"PRY136",19.2084112149533,1971,5
"QAT136",NA,1971,5
"RWA136",19.275,1971,5
"SAU136",27.0166666666667,1971,5
"SDN136",29.7178571428571,1971,5
"SEN136",30.4666666666667,1971,5
"SLE136",26.6458333333333,1971,5
"SLV136",24.5285714285714,1971,5
"SOM136",26.7739130434783,1971,5
"SUR136",25.8842105263158,1971,5
"SWZ136",16.88,1971,5
"SYR136",21.924,1971,5
"TCD136",31.8194915254237,1971,5
"TGO136",26.6117647058824,1971,5
"THA136",27.8735849056604,1971,5
"TJK136",16.5107142857143,1971,5
"TKM136",23.54,1971,5
"TTO136",25.5,1971,5
"TUN136",18.95,1971,5
"TUR136",15.1195512820513,1971,5
"TZA136",21.2264925373134,1971,5
"UGA136",21.4509803921569,1971,5
"URY136",12.0333333333333,1971,5
"VEN136",24.0302469135802,1971,5
"VNM136",25.445871559633,1971,5
"YEM136",24.2076923076923,1971,5
"ZAF136",13.4558139534884,1971,5
"ZMB136",18.2628691983122,1971,5
"ZWE136",17.409756097561,1971,5
"AFG137",21.9048,1971,6
"AGO137",18.075873015873,1971,6
"ARE137",NA,1971,6
"ARG137",5.60590961761298,1971,6
"AZE137",19.6176470588235,1971,6
"BDI137",18.0666666666667,1971,6
"BEN137",26.5363636363636,1971,6
"BFA137",29.047619047619,1971,6
"BGD137",27.7475,1971,6
"BLZ137",26.64,1971,6
"BOL137",15.5869387755102,1971,6
"BRA137",21.4536507936508,1971,6
"BTN137",13.2,1971,6
"BWA137",15.2038167938931,1971,6
"CAF137",25.421568627451,1971,6
"CHL137",3.21483870967742,1971,6
"CHN137",19.3014871563767,1971,6
"CMR137",24.2416666666667,1971,6
"COD137",21.9129198966408,1971,6
"COG137",23.7925925925926,1971,6
"COL137",23.2912,1971,6
"CRI137",22.0461538461538,1971,6
"CUB137",26.8257142857143,1971,6
"DJI137",NA,1971,6
"DOM137",24.16,1971,6
"DZA137",20.9412698412698,1971,6
"ECU137",20.3014925373134,1971,6
"EGY137",27.169696969697,1971,6
"ERI137",26.0375,1971,6
"ETH137",20.1252747252747,1971,6
"GAB137",23.5173913043478,1971,6
"GHA137",25.9694915254237,1971,6
"GIN137",24.9294117647059,1971,6
"GMB137",28.1333333333333,1971,6
"GNB137",26.9222222222222,1971,6
"GTM137",23.7787878787879,1971,6
"GUY137",24.7459459459459,1971,6
"HND137",25.4620689655172,1971,6
"HTI137",24.15,1971,6
"IDN137",24.6987684729064,1971,6
"IND137",27.7337386018237,1971,6
"IRN137",21.3114893617021,1971,6
"IRQ137",29.0285714285714,1971,6
"JAM137",24.6,1971,6
"JOR137",22.76,1971,6
"JPN137",17.8554744525547,1971,6
"KAZ137",19.8374468085106,1971,6
"KEN137",20.449,1971,6
"KGZ137",14.4461538461538,1971,6
"KHM137",26.9553571428571,1971,6
"KOR137",20.2307692307692,1971,6
"LAO137",25.2161764705882,1971,6
"LBN137",18.0333333333333,1971,6
"LBR137",24.948275862069,1971,6
"LKA137",27.5136363636364,1971,6
"LSO137",5.24166666666667,1971,6
"MAR137",19.0434782608696,1971,6
"MDG137",18.5416666666667,1971,6
"MEX137",24.6041958041958,1971,6
"MLI137",30.4383177570093,1971,6
"MMR137",24.6650793650794,1971,6
"MNG137",14.9316,1971,6
"MOZ137",19.7448979591837,1971,6
"MRT137",32.0285714285714,1971,6
"MWI137",17.0961538461538,1971,6
"MYS137",25.1162790697674,1971,6
"NAM137",15.0150442477876,1971,6
"NER137",31.9333333333333,1971,6
"NGA137",27.6309012875536,1971,6
"NIC137",25.2444444444444,1971,6
"NPL137",20.0914893617021,1971,6
"OMN137",27.0666666666667,1971,6
"PAK137",32.6057142857143,1971,6
"PAN137",24.02,1971,6
"PER137",16.0057915057915,1971,6
"PHL137",25.4529411764706,1971,6
"PNG137",20.8243243243243,1971,6
"PRY137",15.8457943925234,1971,6
"QAT137",NA,1971,6
"RWA137",18.6875,1971,6
"SAU137",29.2,1971,6
"SDN137",28.509126984127,1971,6
"SEN137",29.602380952381,1971,6
"SLE137",25.7166666666667,1971,6
"SLV137",23.7571428571429,1971,6
"SOM137",25.8260869565217,1971,6
"SUR137",25.7894736842105,1971,6
"SWZ137",15.16,1971,6
"SYR137",25.04,1971,6
"TCD137",30.0423728813559,1971,6
"TGO137",25.1235294117647,1971,6
"THA137",26.9547169811321,1971,6
"TJK137",21.225,1971,6
"TKM137",26.9857142857143,1971,6
"TTO137",25.7,1971,6
"TUN137",23.335,1971,6
"TUR137",18.1711538461538,1971,6
"TZA137",19.6231343283582,1971,6
"UGA137",20.9058823529412,1971,6
"URY137",8.54333333333333,1971,6
"VEN137",23.8808641975309,1971,6
"VNM137",26.2477064220184,1971,6
"YEM137",24.8384615384615,1971,6
"ZAF137",11.4491694352159,1971,6
"ZMB137",15.9527426160338,1971,6
"ZWE137",15.1056910569106,1971,6
"AFG138",22.404,1971,7
"AGO138",17.7793650793651,1971,7
"ARE138",NA,1971,7
"ARG138",9.23707995365006,1971,7
"AZE138",24.5147058823529,1971,7
"BDI138",18.4666666666667,1971,7
"BEN138",25.0606060606061,1971,7
"BFA138",26.5396825396825,1971,7
"BGD138",27.985,1971,7
"BLZ138",26.22,1971,7
"BOL138",17.1844897959184,1971,7
"BRA138",21.6920634920635,1971,7
"BTN138",13.3428571428571,1971,7
"BWA138",14.7931297709924,1971,7
"CAF138",24.1411764705882,1971,7
"CHL138",4.33741935483871,1971,7
"CHN138",21.9605227579991,1971,7
"CMR138",23.0458333333333,1971,7
"COD138",21.7855297157623,1971,7
"COG138",22.587037037037,1971,7
"COL138",23.2876,1971,7
"CRI138",21.9923076923077,1971,7
"CUB138",27.04,1971,7
"DJI138",NA,1971,7
"DOM138",24.16,1971,7
"DZA138",25.3285714285714,1971,7
"ECU138",20.0238805970149,1971,7
"EGY138",27.3333333333333,1971,7
"ERI138",23.925,1971,7
"ETH138",19.0956043956044,1971,7
"GAB138",21.9804347826087,1971,7
"GHA138",25.0135593220339,1971,7
"GIN138",23.7382352941176,1971,7
"GMB138",26.7666666666667,1971,7
"GNB138",25.6333333333333,1971,7
"GTM138",23.2969696969697,1971,7
"GUY138",24.9972972972973,1971,7
"HND138",24.9758620689655,1971,7
"HTI138",24.4,1971,7
"IDN138",24.5854679802956,1971,7
"IND138",26.518946301925,1971,7
"IRN138",25.1642553191489,1971,7
"IRQ138",32.6734693877551,1971,7
"JAM138",24.8,1971,7
"JOR138",24.08,1971,7
"JPN138",22.7058394160584,1971,7
"KAZ138",22.7042553191489,1971,7
"KEN138",20.177,1971,7
"KGZ138",15.4338461538462,1971,7
"KHM138",26.825,1971,7
"KOR138",24.0974358974359,1971,7
"LAO138",24.5705882352941,1971,7
"LBN138",19.6,1971,7
"LBR138",24.4103448275862,1971,7
"LKA138",27.2318181818182,1971,7
"LSO138",4.65833333333333,1971,7
"MAR138",22.7695652173913,1971,7
"MDG138",18.8179487179487,1971,7
"MEX138",24.4741258741259,1971,7
"MLI138",27.2224299065421,1971,7
"MMR138",24.2428571428571,1971,7
"MNG138",17.3504,1971,7
"MOZ138",20.2751020408163,1971,7
"MRT138",30.1285714285714,1971,7
"MWI138",17.6884615384615,1971,7
"MYS138",25.0383720930233,1971,7
"NAM138",14.4769911504425,1971,7
"NER138",29.3833333333333,1971,7
"NGA138",25.7600858369099,1971,7
"NIC138",24.962962962963,1971,7
"NPL138",20.3170212765957,1971,7
"OMN138",25.9666666666667,1971,7
"PAK138",30.7692857142857,1971,7
"PAN138",24.065,1971,7
"PER138",15.7648648648649,1971,7
"PHL138",25.3141176470588,1971,7
"PNG138",20.5432432432432,1971,7
"PRY138",19.7046728971963,1971,7
"QAT138",NA,1971,7
"RWA138",19.3625,1971,7
"SAU138",30.1916666666667,1971,7
"SDN138",26.4801587301587,1971,7
"SEN138",27.3785714285714,1971,7
"SLE138",24.7041666666667,1971,7
"SLV138",23.6571428571429,1971,7
"SOM138",25.0521739130435,1971,7
"SUR138",26.2368421052632,1971,7
"SWZ138",14.96,1971,7
"SYR138",27.332,1971,7
"TCD138",27.1898305084746,1971,7
"TGO138",23.9058823529412,1971,7
"THA138",26.522641509434,1971,7
"TJK138",22.1464285714286,1971,7
"TKM138",29.3,1971,7
"TTO138",25.3,1971,7
"TUN138",26.335,1971,7
"TUR138",21.8391025641026,1971,7
"TZA138",19.839552238806,1971,7
"UGA138",20.8372549019608,1971,7
"URY138",12.1616666666667,1971,7
"VEN138",23.7716049382716,1971,7
"VNM138",25.7889908256881,1971,7
"YEM138",25.3615384615385,1971,7
"ZAF138",11.0079734219269,1971,7
"ZMB138",16.7565400843882,1971,7
"ZWE138",15.7756097560976,1971,7
"AFG139",20.9912,1971,8
"AGO139",19.3692063492063,1971,8
"ARE139",NA,1971,8
"ARG139",9.97809965237543,1971,8
"AZE139",22.4117647058824,1971,8
"BDI139",19.1,1971,8
"BEN139",24.1454545454545,1971,8
"BFA139",25.3333333333333,1971,8
"BGD139",27.585,1971,8
"BLZ139",26.56,1971,8
"BOL139",18.2816326530612,1971,8
"BRA139",22.5779591836735,1971,8
"BTN139",12.7428571428571,1971,8
"BWA139",16.8671755725191,1971,8
"CAF139",23.7098039215686,1971,8
"CHL139",4.43935483870968,1971,8
"CHN139",20.4236593059937,1971,8
"CMR139",22.6597222222222,1971,8
"COD139",22.1682170542636,1971,8
"COG139",22.6777777777778,1971,8
"COL139",23.2104,1971,8
"CRI139",21.8230769230769,1971,8
"CUB139",26.9685714285714,1971,8
"DJI139",NA,1971,8
"DOM139",24.48,1971,8
